6450,OFF,-0.13,1.37,-0.05
6450,OFF,-0.10,1.29,-0.05
6451,ON,-0.07,1.20,-0.06
6452,ON,-0.07,1.20,-0.05
6452,ON,-0.07,1.20,-0.05
6453,ON,-0.09,1.27,-0.05
6454,OFF,-0.11,1.34,-0.05
6455,OFF,-0.14,1.43,-0.04
6455,OFF,-0.16,1.45,-0.04
6456,OFF,-0.17,1.42,-0.05
6457,ON,-0.13,1.33,-0.05
6457,ON,-0.10,1.24,-0.05
6458,ON,-0.07,1.19,-0.05
6459,ON,-0.07,1.20,-0.05
6460,OFF,-0.09,1.28,-0.05
6460,OFF,-0.13,1.37,-0.05
6461,OFF,-0.16,1.46,-0.04
6462,OFF,-0.14,1.37,-0.05
6462,OFF,-0.12,1.28,-0.05
6463,ON,-0.08,1.19,-0.06
6464,ON,-0.08,1.19,-0.06
6464,ON,-0.07,1.19,-0.05
6465,ON,-0.08,1.26,-0.05
6466,OFF,-0.09,1.32,-0.05
6467,OFF,-0.13,1.36,-0.05
6467,OFF,-0.14,1.38,-0.05
6468,OFF,-0.16,1.41,-0.06
6469,ON,-0.12,1.37,-0.06
6469,ON,-0.09,1.28,-0.06
6470,ON,-0.07,1.19,-0.05
6471,ON,-0.08,1.26,-0.05
6472,OFF,-0.10,1.33,-0.05
6472,OFF,-0.13,1.43,-0.04
6473,OFF,-0.14,1.45,-0.04
6474,OFF,-0.16,1.41,-0.05
6474,OFF,-0.13,1.32,-0.05
6475,ON,-0.10,1.23,-0.05
6476,ON,-0.06,1.19,-0.05
6476,ON,-0.07,1.19,-0.05
6477,ON,-0.07,1.21,-0.05
6478,OFF,-0.10,1.30,-0.05
6479,OFF,-0.13,1.39,-0.05
6479,OFF,-0.16,1.46,-0.05
6480,OFF,-0.17,1.46,-0.05
6481,ON,-0.13,1.37,-0.05
6481,ON,-0.10,1.29,-0.05
6482,ON,-0.07,1.20,-0.06
6483,ON,-0.08,1.26,-0.05
6484,OFF,-0.09,1.32,-0.05
6484,OFF,-0.12,1.40,-0.04
6485,OFF,-0.14,1.43,-0.05
6486,OFF,-0.17,1.46,-0.05
6486,OFF,-0.13,1.37,-0.06
6487,ON,-0.10,1.29,-0.06
6488,ON,-0.06,1.20,-0.06
6488,ON,-0.06,1.19,-0.06
6489,ON,-0.06,1.19,-0.06
6490,OFF,-0.10,1.28,-0.05
6491,OFF,-0.13,1.37,-0.05
6491,OFF,-0.16,1.46,-0.05
6492,OFF,-0.13,1.37,-0.05
6493,ON,-0.10,1.29,-0.06
6493,ON,-0.07,1.19,-0.06
6494,ON,-0.07,1.20,-0.06
6495,ON,-0.07,1.21,-0.05
6496,OFF,-0.10,1.30,-0.04
6496,OFF,-0.14,1.38,-0.04
6497,OFF,-0.17,1.46,-0.04
6498,OFF,-0.17,1.47,-0.05
6498,OFF,-0.14,1.38,-0.05
6499,ON,-0.10,1.28,-0.06
6500,ON,-0.07,1.19,-0.06
6501,ON,-0.07,1.19,-0.06
6501,ON,-0.07,1.19,-0.06
6502,OFF,-0.10,1.28,-0.06
6503,OFF,-0.13,1.37,-0.05
6503,OFF,-0.16,1.46,-0.04
6504,OFF,-0.14,1.37,-0.05
6505,ON,-0.11,1.28,-0.06
6505,ON,-0.08,1.19,-0.06
6506,ON,-0.07,1.19,-0.06
6507,ON,-0.07,1.19,-0.06
6508,OFF,-0.10,1.28,-0.05
6508,OFF,-0.13,1.36,-0.05
6509,OFF,-0.17,1.46,-0.05
6510,OFF,-0.14,1.37,-0.05
6510,OFF,-0.11,1.28,-0.06
6511,ON,-0.07,1.19,-0.06
6512,ON,-0.07,1.19,-0.06
6513,ON,-0.07,1.19,-0.06
6513,ON,-0.09,1.26,-0.06
6514,OFF,-0.11,1.33,-0.06
6515,OFF,-0.14,1.42,-0.05
6515,OFF,-0.15,1.44,-0.05
